Mesh,Class,Number of faces,Number of vertices,Type of faces,Bounding box volume,Centroid,Normalized number of faces,Normalized number of vertices,Normalized bounding box volume,Normalized centroid
1639,hat,7642,3861,triangles,0.44681117630737616,[-0.00357106 -0.00239219  0.00446284],7642,3861,0.4563367394966107,[-1.15270825e-17  4.51809875e-17 -3.67342635e-17]
1668,newtonian_toy,7633,3927,triangles,0.3317567583019994,[ 0.00284529 -0.01099677  0.00164452],7633,3927,0.3385446811159027,[ 5.51718929e-17  4.73548145e-18 -5.67970642e-18]
1628,hat,6000,3417,triangles,0.43843943374273014,[0.00086503 0.01473893 0.00058747],6000,3417,0.4399884930104734,[-9.00817482e-18 -1.43351009e-16  8.29743064e-18]
1605,chess_piece,7643,3851,triangles,0.42883983809604675,[-0.00203532  0.0769316   0.01456863],7643,3851,0.2970674241985401,[-3.94423234e-18  8.63240925e-16  2.56906646e-17]
1641,hat,7642,3827,triangles,0.31713355175039215,[-0.00299192 -0.03192018 -0.01961204],7642,3827,0.26993484507945703,[-8.75747519e-18 -5.52065434e-16  1.52398200e-16]
1667,newtonian_toy,7602,3776,triangles,0.049094085845590454,[-0.00090756  0.00041135  0.00055693],7602,3776,0.050085289193617405,[-2.08166817e-16 -5.17403328e-17  9.65491223e-18]
1623,fantasy_animal,7642,4088,triangles,0.6626258204850977,[-0.04061614  0.03382609 -0.00043933],7642,4088,0.5326628346827236,[-1.00705620e-17  3.96779804e-17 -1.70417062e-18]
1643,ladder,7642,3849,triangles,0.012873398197732049,[-0.00052193  0.00369344 -0.00026765],7642,3849,0.012592278972899424,[-1.70443680e-17 -9.57203198e-17  2.60717806e-17]
1663,city,6734,4859,triangles,0.24650849776247094,[-0.01111253  0.00287072 -0.0064076 ],6734,4859,0.2637030754076572,[ 1.07563566e-16 -2.10305322e-17 -2.15007176e-17]
1650,city,7620,6782,triangles,0.03175293858209204,[ 0.00161369 -0.00276391 -0.00645221],7620,6782,0.03144747538117424,[-3.87767737e-17  6.68812379e-17 -3.73443862e-17]
1692,geographic_map,6008,3300,triangles,0.00995871147522561,[-3.55291674e-04 -7.95312762e-04 -3.17822851e-05],6008,3300,0.010006384797516678,[ 1.00004180e-17 -6.94751495e-17 -1.38268632e-18]
1622,fantasy_animal,8520,4241,triangles,0.5425723600940667,[-3.90527478e-05 -2.40909986e-03  1.31764528e-03],8520,4241,0.5383053619343798,[ 2.37699247e-17 -5.45556421e-17 -1.21362743e-16]
1629,hat,7643,4142,triangles,0.29843364724986254,[ 0.00135575 -0.00071165  0.00312983],7643,4142,0.29314747503304484,[1.24370711e-17 2.41604848e-17 8.39971367e-18]
1600,chess_piece,7642,3824,triangles,0.11937324240165956,[-0.00118171  0.0378326   0.00029298],7642,3824,0.15434097521226603,[-3.60851062e-17 -9.88864964e-17  3.13738168e-18]
1672,sign,7643,4154,triangles,0.021830832871063105,[ 0.08334286  0.07871181 -0.0048753 ],7643,4154,0.0364957647544303,[ 5.36736974e-17  9.06613093e-16 -7.71818314e-17]
1697,geographic_map,7744,4073,triangles,0.03379278938431916,[-0.00288841 -0.01020383  0.0058552 ],7744,4073,0.035949090900494786,[ 4.54460923e-17 -2.65494040e-17  1.06154173e-16]
1642,ladder,7630,3884,triangles,0.05437813505789385,[-0.02039514 -0.00498145  0.04934117],7630,3884,0.041042126684890615,[ 3.63452259e-17 -1.82940972e-18 -1.27972927e-16]
1698,chest,7642,3903,triangles,0.45331973750581167,[0.0030428  0.00653762 0.02971748],7642,3903,0.43892098986336536,[-5.34026377e-17  9.43248668e-17 -2.54344329e-16]
1644,ladder,7642,3878,triangles,0.0025301558204617754,[ 0.00212267  0.02319934 -0.00045962],7642,3878,0.0022082880200829545,[-2.58911281e-18  2.81377695e-16  7.42983228e-18]
1680,sign,7642,3827,triangles,0.005866035329992467,[-4.03596301e-03 -1.07553062e-02  9.03269519e-05],7642,3827,0.006261470154468509,[ 5.81837223e-17 -1.24678887e-16 -2.36281848e-17]
1687,geographic_map,6288,3303,triangles,0.07129481323173269,[-0.00171744  0.00439091  0.008008  ],6288,3303,0.06944903053011717,[1.23391726e-16 4.53433503e-17 4.11961900e-16]
1610,chess_piece,7643,3831,triangles,0.1363635671581452,[-0.00013815  0.02226932 -0.00035964],7643,3831,0.15633599008026114,[1.23164914e-18 1.00632980e-17 3.43050510e-18]
1609,chess_piece,7642,3826,triangles,0.2689104884817353,[ 0.00044322  0.02848572 -0.00053018],7642,3826,0.22875287776006872,[-1.16071409e-18 -1.06916276e-16 -1.06640607e-18]
1647,city,9152,5138,triangles,0.07463822499959841,[-8.03658424e-17 -2.07707645e-18 -3.88216123e-17],9152,5138,0.07463822499959841,[-1.80967649e-18  6.53644346e-19 -7.34674637e-18]
1607,chess_piece,6400,3202,triangles,0.24861128035326538,[3.74177151e-10 5.65742322e-05 1.24737003e-09],6400,3202,0.248526909492985,[-4.16506998e-18  1.27502284e-15 -2.82258255e-18]
1677,sign,7632,3833,triangles,0.011068597229150458,[ 0.0001597   0.02892525 -0.00104161],7632,3833,0.009350174150821127,[-6.84656842e-18 -5.07265187e-17 -6.04279360e-18]
1688,geographic_map,6424,3248,triangles,0.015520044817789515,[1.66336909e-17 1.31514258e-17 2.07226819e-19],6424,3248,0.015520044817789515,[5.65066945e-18 6.52016755e-18 2.07226819e-19]
1608,chess_piece,7680,3842,triangles,0.704840553567572,[2.45902500e-10 2.65516784e-04 2.45902969e-10],7680,3842,0.7059646291829357,[ 1.69112512e-16 -1.13102887e-16 -3.78653743e-16]
1653,city,7636,6162,triangles,0.016749068018083374,[ 0.01683874 -0.006386   -0.07572081],7636,6162,0.027412298832373384,[-6.95533465e-17 -1.42973364e-16 -2.26747108e-17]
401,building,7643,4003,triangles,0.11922917257006774,[ 0.03585038 -0.004005    0.03098107],7643,4003,0.12567296769668487,[-6.83107497e-17  6.72568282e-19 -6.96974884e-17]
482,liquid_container,7638,4067,triangles,0.025340836307536082,[ 0.00031138  0.0362261  -0.00040174],7638,4067,0.020544099102686557,[-5.63881100e-19 -1.32526561e-16  2.34936241e-18]
475,building,7642,3918,triangles,0.24730919524729977,[ 0.00117433  0.02130699 -0.00203142],7642,3918,0.5102952042660138,[-1.98992884e-17 -4.89795941e-17 -3.38975062e-18]
477,building,6832,3771,triangles,0.053217796840970596,[-9.39126322e-05  1.61074709e-04 -2.76385370e-06],6832,3771,0.05324779504938981,[-3.84942086e-17 -7.87640821e-18  4.97738213e-18]
425,building,7338,6162,triangles,0.05284467598046042,[-5.42169256e-05 -6.69665153e-04  1.57891589e-03],7338,6162,0.05234719739663329,[3.79555920e-17 5.64277789e-18 2.02716599e-17]
458,building,7008,3511,triangles,0.1393911375867701,[-0.00242155  0.00144318  0.00470794],7008,3511,0.1414361715070435,[ 4.15029257e-17 -2.38345373e-17 -7.29028534e-17]
484,liquid_container,7626,3869,triangles,0.041164199792313186,[ 0.00010912  0.05048473 -0.00011347],7626,3869,0.03084564550491516,[ 2.83501074e-18  5.29701781e-16 -1.04029605e-17]
468,building,5448,2742,triangles,0.08805259565203544,[ 3.58939720e-17  3.46387964e-17 -1.01578119e-17],5448,2742,0.08805259565203541,[-8.64451553e-18 -1.17824544e-17 -8.12321278e-19]
427,building,7606,3801,triangles,0.45357325415067457,[-0.0619447  -0.07364736  0.07963777],7606,3801,0.7315610559601325,[-9.33218249e-18  1.38770576e-16  1.21800316e-17]
403,building,7628,3816,triangles,0.5497559633839255,[-0.00346342 -0.04317626 -0.00154571],7628,3816,0.5395084936524694,[-7.41748847e-17 -7.11509380e-17 -4.21861474e-19]
440,building,7642,3781,triangles,0.1613775854194024,[0.00225569 0.00717954 0.01880041],7642,3781,0.14446155389959323,[ 2.12149203e-17  8.61810256e-18 -3.72868740e-16]
413,building,7282,3749,triangles,0.7957030823264101,[ 3.15387442e-18 -9.37870451e-17 -1.18840357e-16],7282,3749,0.7957030823264101,[ 3.15387442e-18 -6.07379948e-17  3.66323255e-17]
419,building,7642,3840,triangles,0.2707179801215408,[ 0.00058627  0.01095508 -0.00140439],7642,3840,0.2716724941353419,[-6.57315637e-17  4.92661467e-17  1.46511854e-17]
459,building,7642,3852,triangles,0.44444395906758394,[ 0.04050116 -0.01637296 -0.05153167],7642,3852,0.3311430539187656,[-9.14028141e-16  4.12874996e-17  9.04931201e-16]
429,building,7642,3923,triangles,0.31683845382923137,[ 0.06705833  0.01963713 -0.04797086],7642,3923,0.4726616921808479,[ 3.77555069e-16 -4.07949653e-17  3.62895484e-16]
473,building,7642,3841,triangles,0.32643166204605534,[ 0.00693166 -0.00253764 -0.00146521],7642,3841,0.31322334908078275,[-4.31978211e-17  5.46078846e-16 -1.25669673e-16]
466,building,7633,5928,triangles,0.30513587691796795,[-0.01782689  0.04119977  0.00079056],7633,5928,0.39494116502624926,[ 4.66338619e-17 -3.31912766e-16 -1.37935097e-17]
483,liquid_container,9920,5189,triangles,0.037698722968634,[0.00028334 0.00340456 0.00087287],9920,5189,0.03693900675682767,[-5.62706987e-18 -2.73694902e-15 -1.48432689e-17]
400,building,7642,3869,triangles,0.27942955186714663,[ 0.00062013 -0.00555429  0.01523466],7642,3869,0.25536839099476316,[-5.95867874e-17  2.52224937e-16 -9.82385248e-17]
404,building,7636,3077,triangles,0.15022444229502904,[-1.18582320e-03  1.01257615e-02  1.85295025e-05],7636,3077,0.1491606543633334,[ 5.56258082e-17 -1.49972116e-16  3.43900332e-18]
455,building,7642,4025,triangles,0.1940145864977127,[ 0.0074529   0.03348156 -0.00634902],7642,4025,0.20159714542908896,[-8.67215202e-17 -4.25904998e-16  1.33537074e-17]
480,building,7104,3735,triangles,0.06453631403245254,[7.21551168e-04 1.68944639e-03 1.59181091e-07],7104,3735,0.06425772097891053,[-3.65689927e-17  4.36880935e-17  9.96525486e-18]
445,building,7641,4026,triangles,0.24002446929278454,[-0.00122567 -0.00356977  0.00871917],7641,4026,0.24179829943888678,[ 6.49767263e-19  1.19991504e-17 -1.23086947e-16]
472,building,7642,3827,triangles,0.14671528083827023,[ 0.00243882  0.01991337 -0.0018886 ],7642,3827,0.13049455613420158,[-3.29935158e-19  6.83365915e-16  1.75070179e-18]
415,building,7258,3620,triangles,0.15649692885687125,[ 0.00294757  0.00514565 -0.00242589],7258,3620,0.15424098612708914,[8.08515317e-18 7.76159370e-17 7.94330838e-18]
447,building,9480,5236,triangles,0.08841884608200058,[-7.67772163e-04 -6.98599849e-04  8.34538139e-05],9480,5236,0.08882741335804027,[-7.51775350e-17 -2.12990647e-17 -1.04825536e-17]
411,building,7639,3741,triangles,0.22706698425132804,[ 0.00231404 -0.00275161 -0.00059267],7639,3741,0.23024903894660012,[-1.21453829e-16  1.08173294e-17  7.12994070e-17]
499,liquid_container,7259,3729,triangles,0.3479023180853748,[2.98959970e-04 4.18942600e-05 2.60684371e-02],7259,3729,0.4085266917558031,[ 1.01835572e-16  1.14364285e-17 -1.53105978e-16]
432,building,7642,4131,triangles,0.19635079750700615,[ 2.58687088e-03 -3.29032868e-05  9.76752557e-03],7642,4131,0.20773877169455549,[ 1.24758469e-16 -1.74522168e-18  2.68109051e-16]
470,building,7641,3999,triangles,0.020756682728197702,[0.00331931 0.07216745 0.00276595],7641,3999,0.020415987424456696,[ 8.24199701e-20 -8.28239147e-16  5.67656699e-18]
495,liquid_container,7643,3859,triangles,0.4371823163374197,[-4.30683082e-04 -5.83756190e-03 -1.31519932e-05],7643,3859,0.4222205558466502,[2.43643463e-18 3.05153098e-16 1.80529917e-17]
424,building,7643,4171,triangles,0.09202245986030157,[-0.00148731 -0.00248407  0.00057258],7643,4171,0.09232843605477711,[ 1.84992808e-18 -4.55128889e-17  7.84223109e-18]
407,building,6464,3184,triangles,0.45184325467865283,[-3.04511270e-05  1.73697361e-02 -4.34224373e-04],6464,3184,0.4078446352465892,[-4.04914098e-18  1.81142942e-16  2.45825136e-18]
433,building,7641,4046,triangles,0.17405567273887126,[-0.00757865 -0.00019437 -0.00910249],7641,4046,0.16637503620500155,[-4.97075880e-17 -1.68713220e-18  2.26826028e-17]
443,building,6672,3632,triangles,0.24220746571191487,[-0.00348692  0.00573484 -0.00219454],6672,3632,0.23904605681519256,[-3.64735163e-16 -2.88222013e-16 -1.61352209e-15]
418,building,7642,3979,triangles,0.4718521850864938,[ 0.00761029 -0.02894286 -0.00376548],7642,3979,0.4613502696143267,[-1.65738245e-17 -1.39817230e-16  5.10559332e-16]
430,building,7643,4111,triangles,0.21510170149609606,[-0.02024472 -0.00201639  0.00497403],7643,4111,0.1909549000201302,[-1.63934111e-16 -8.67235147e-18 -1.53259929e-18]
405,building,7642,3878,triangles,0.8445149754828501,[ 6.70855225e-05 -2.95817929e-02 -3.61306533e-03],7642,3878,0.7818810765292044,[1.15030328e-16 3.65732314e-17 3.07114943e-17]
481,building,7643,4069,triangles,0.09066741819015027,[ 0.000713    0.0036665  -0.00448576],7643,4069,0.28550293688767303,[-3.14794330e-17  3.57227696e-17  1.17652536e-16]
494,liquid_container,6144,3074,triangles,0.09462416548352574,[-4.44079121e-11 -4.92516609e-11  4.04329089e-04],6144,3074,0.09439498043245491,[ 3.46899549e-17 -8.36854532e-17 -8.68603245e-18]
438,building,7615,3816,triangles,0.3348540540750168,[0.0407613  0.03136211 0.01956158],7615,3816,0.3521009510683457,[ 8.03769757e-16 -7.80589197e-17  3.61869863e-16]
471,building,7640,3777,triangles,0.02101919483415228,[-0.00248852  0.04414092 -0.00172945],7640,3777,0.01630767026752923,[-7.63517158e-18  5.16949433e-16  1.26850219e-17]
489,liquid_container,7642,3888,triangles,0.0669226279386039,[ 0.00213491  0.03397693 -0.00180597],7642,3888,0.05494339953168239,[ 1.31781874e-17  1.26920365e-16 -3.68378881e-17]
436,building,7643,4179,triangles,0.10311002121949893,[0.05004588 0.01126899 0.02522959],7643,4179,0.0774487014040942,[-3.58982738e-16 -9.07469176e-17 -5.60997700e-17]
478,building,7642,4244,triangles,0.1284096064607917,[-0.00019284  0.00104284 -0.00096454],7642,4244,0.12855829640234528,[ 5.44647582e-17  2.88804481e-17 -1.04083409e-17]
